,carid,pushDate,pushPrice,updatePriceTimeJson,展销时间,品牌 id,车系 id,车型 id,里程,车辆颜色,车辆所在城市 id,国标码,过户次数,载客人数,注册日期,上牌日期,国别,厂商类型,年款,排量,变速箱,燃油类型,新车价,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,target,fday
357,1117,2021-09-10,22.88,{'2021-09-10': 22.88},2021-09-10,18,175,306,9.81,1,1,2,0,5,2014-04-01,2014-05-04,779412.0,2.0,2014.0,2.0,13,1,49.96,1.0,8,2,34.0,23,2,,2.0,4.0,3.0,3+2,5055*1860*1491,201309.0,1,,22.88,0
1305,584,2021-09-10,1.05,{'2021-09-10': 1.05},2021-09-10,59,294,545,9.38,1,1,2,0,5,2014-08-01,2014-10-10,779413.0,1.0,2012.0,1.5,6,1,5.98,1.0,4,2,220.0,66,2,,1.0,4.0,3.0,1,4390*1703*1482,201204.0,2,,1.05,0
502,1437,2021-09-05,11.58,"{'2021-09-05': 11.58, '2021-09-10': '11.3'}",2021-09-10,7,57,1225,9.85,1,1,1,0,5,2016-03-01,2016-05-05,779415.0,2.0,2014.0,2.0,20,1,21.88,1.0,5,2,44.0,7,1,,1.0,5.0,2.0,1+2,4643*1820*1722,201403.0,1,,11.3,5
1780,9339,2021-09-10,8.58,{'2021-09-10': 8.58},2021-09-10,20,127,343,11.65,5,1,2,0,5,2012-04-01,2012-05-08,779412.0,2.0,2011.0,1.6,21,1,30.8,1.0,6,2,,21,2,,4.0,4.0,3.0,1+2,4591*1770*1444,201107.0,2,,8.58,0
1224,30887,2021-09-10,5.68,{'2021-09-10': 5.68},2021-09-10,1,654,6155,5.47,1,14,1,0,5,2018-03-01,2018-03-29,779413.0,1.0,2018.0,1.5,23,1,11.58,1.0,5,2,279.0,1,1,,2.0,5.0,,1,4655*1835*1760,201803.0,2,,5.68,0
1144,54739,2021-09-10,23.0,{'2021-09-10': 23.0},2021-09-10,40,853,9914,3.61,1,1,1,1,5,2016-05-01,2019-01-21,779416.0,3.0,2016.0,3.0,13,1,39.99,1.0,8,2,,137,2,2020-04-08,1.0,4.0,3.0,3+2,5066*1902*1488,201512.0,1,,23.0,0
1914,46497,2021-09-10,4.28,{'2021-09-10': 4.28},2021-09-10,8,135,8601,10.29,4,7,2,0,5,2011-03-01,2011-04-18,779412.0,2.0,2011.0,1.4,3,1,10.69,1.0,4,2,,10,3,,1.0,5.0,2.0,1+2,3970*1682*1462,201012.0,1,2080-09-09,4.28,0
292,34392,2021-09-10,7.68,{'2021-09-10': 7.68},2021-09-10,17,592,6717,4.24,1,17,1,0,5,2015-10-01,2015-11-16,779413.0,1.0,2015.0,2.0,23,2,27.98,1.0,3,2,325.0,19,1,,2.0,5.0,2.0,3+2,4815*1855*1720,201506.0,1,,7.68,0
1564,56699,2021-09-10,8.88,{'2021-09-10': 8.88},2021-09-10,8,39,10192,9.08,1,1,2,1,5,2011-12-01,2012-02-03,779412.0,2.0,2012.0,1.8,3,1,25.48,,5,2,,10,1,2021-09-03,2.0,5.0,2.0,1+2,4525*1809*1685,201112.0,2,,8.88,0
1647,14285,2021-06-27,10.98,"{'2021-06-27': 10.98, '2021-08-23': '10.5', '2021-09-10': '9.6'}",2021-09-10,11,63,3482,14.32,2,23,2,2,5,2012-02-01,2012-04-10,779412.0,2.0,2012.0,2.0,2,1,30.98,1.0,6,2,,12,2,2019-07-05,2.0,4.0,3.0,1+2,4763*1826*1426,201108.0,1,,9.6,75
727,21,2021-09-10,5.2,{'2021-09-10': 5.2},2021-09-10,6,20,21,5.7,6,3,1,0,5,2017-08-01,2017-09-27,779413.0,1.0,2016.0,1.3,10,1,9.98,1.0,5,2,,6,1,,2.0,5.0,2.0,1,4440*1833*1560,201605.0,2,,5.2,0
657,24315,2021-09-10,32.48,{'2021-09-10': 32.48},2021-09-10,42,107,5117,11.79,1,1,2,4,5,2011-03-01,2012-02-16,779412.0,3.0,2011.0,3.0,13,1,92.2,1.0,11,2,,43,1,2021-03-30,4.0,5.0,2.0,1+2,4846*1939*1705,201006.0,1,,32.48,0
1583,367,2021-08-19,9.5,"{'2021-08-19': 9.5, '2021-08-26': '9', '2021-09-10': '7.55'}",2021-09-10,8,11,346,7.89,2,1,2,1,5,2013-01-01,2013-03-15,779412.0,2.0,2013.0,2.0,23,1,28.48,1.0,6,2,,10,2,2021-05-13,2.0,4.0,3.0,1+2,4870*1834*1472,201211.0,2,2042-08-19,7.55,22
1409,68231,2021-09-10,36.8,{'2021-09-10': 36.8},2021-09-10,20,95,11822,6.35,2,1,1,0,5,2018-07-01,2018-09-12,779412.0,2.0,2018.0,2.0,19,1,43.68,1.0,8,2,91.0,21,2,,2.0,4.0,,"1+2,4+2",5065*1860*1467,201801.0,2,,36.8,0
775,52843,2021-08-25,9.38,"{'2021-08-25': 9.38, '2021-09-10': '8.8'}",2021-09-10,2,2,691,1.2,1,2,1,0,5,2018-12-01,2019-01-16,779415.0,2.0,2018.0,1.2,2,1,12.08,1.0,2,2,2.0,2,2,,2.0,4.0,,1+2,4620*1775*1480,201803.0,1,,8.8,16
1830,19,2021-09-10,3.15,{'2021-09-10': 3.15},2021-09-10,14,19,19,6.02,1,4,1,0,5,2017-04-01,2017-05-24,,,2016.0,1.5,4,1,8.48,1.0,1,2,16.0,15,1,,,,,1,4300*1815*1640,201605.0,1,,3.15,0
1708,958,2021-08-28,15.8,"{'2021-08-28': 15.8, '2021-09-02': '15', '2021-09-10': '14.55'}",2021-09-10,8,185,865,2.83,2,1,1,0,7,2015-06-01,2017-07-07,779412.0,3.0,2014.0,2.0,23,1,35.96,1.0,12,2,,58,6,,2.0,5.0,2.0,1+2,4854*1904*1740,201409.0,2,,14.55,13
381,1250,2021-09-10,8.0,{'2021-09-10': 8.0},2021-09-10,5,296,1089,3.99,1,3,1,0,5,2018-04-01,2018-06-28,779416.0,2.0,2018.0,1.5,3,1,15.49,1.0,2,2,15.0,5,2,,1.0,4.0,3.0,1+2,4718*1802*1466,201710.0,1,,8.0,0
1678,14952,2021-09-06,29.8,"{'2021-09-06': 29.8, '2021-09-07': '28.5', '2021-09-10': '29'}",2021-09-10,20,118,146,6.94,2,1,1,0,5,2018-06-01,2018-08-21,779412.0,2.0,2018.0,2.0,19,1,44.7,1.0,3,2,91.0,21,1,,2.0,5.0,,1+2,4661*1898*1664,201710.0,1,,29.0,4
1926,41167,2021-09-08,1.7,"{'2021-09-08': 1.7, '2021-09-10': '1.9'}",2021-09-10,2,10,7785,7.21,1,6,2,1,5,2010-02-01,2010-04-28,779415.0,2.0,2008.0,1.3,6,1,8.95,1.0,4,2,398.0,2,2,2015-02-10,1.0,4.0,3.0,1,4300*1690*1490,,1,,1.9,2
874,1432,2021-09-10,15.58,{'2021-09-10': 15.58},2021-09-10,8,48,1220,2.25,2,3,4,0,5,2019-07-01,2019-08-19,779412.0,2.0,2019.0,2.0,7,1,21.89,1.0,3,2,326.0,8,1,,2.0,5.0,,1+2,4589*1860*1660,201905.0,1,,15.58,0
438,29235,2021-09-10,18.88,{'2021-09-10': 18.88},2021-09-10,5,31,5937,6.7,1,1,1,0,7,2017-06-01,2017-08-17,779416.0,2.0,2017.0,2.5,3,1,24.99,1.0,10,2,,5,6,,1.0,5.0,2.0,1+2,5256*1878*1776,201702.0,1,,18.88,0
1233,48507,2021-09-10,9.98,"{'2021-09-10': 9.98, '2021-09-11': '9.38'}",2021-09-11,9,429,1132,1.5,2,8,1,0,5,2019-10-01,2019-12-18,779413.0,1.0,2020.0,1.5,7,1,13.18,1.0,5,2,191.0,9,1,,2.0,5.0,,1+2,4620*1846*1690,201911.0,2,,9.38,1
1131,1124,2021-07-26,1.5,"{'2021-07-26': 1.5, '2021-07-30': '1.48', '2021-08-12': '1.38', '2021-08-26': '1.28', '2021-09-11': '1.08'}",2021-09-11,3,137,998,18.14,4,5,2,1,5,2009-09-01,2009-10-10,779416.0,2.0,2009.0,1.8,6,1,11.89,1.0,2,2,125.0,3,3,2018-02-05,1.0,5.0,2.0,1+2,4342*1840*1500,200809.0,2,,1.08,47
1762,67545,2021-09-11,10.88,{'2021-09-11': 10.88},2021-09-11,15,126,159,4.68,3,14,1,0,7,2017-07-01,2017-08-17,779413.0,1.0,2017.0,2.0,3,1,18.28,1.0,3,2,97.0,17,1,,2.0,5.0,2.0,1+2,4810*1910*1770,201610.0,1,,10.88,0
1579,1010,2021-07-17,6.2,"{'2021-07-17': 6.2, '2021-08-16': '6.88', '2021-08-18': '6.35', '2021-09-11': '6.38'}",2021-09-11,2,349,905,2.88,5,5,4,0,5,2019-08-01,2019-08-20,779415.0,2.0,2019.0,1.5,2,1,8.58,1.0,4,2,84.0,24,3,,1.0,5.0,,1,4160*1700*1495,201901.0,2,,6.38,56
1747,520,2021-07-27,18.38,"{'2021-07-27': 18.38, '2021-08-14': '17.98', '2021-09-11': '17.7'}",2021-09-11,18,33,272,5.58,1,1,1,0,5,2015-03-01,2015-03-31,779412.0,2.0,2015.0,2.0,13,1,34.98,1.0,6,2,34.0,23,2,,2.0,4.0,3.0,1+2,4734*1811*1453,201502.0,2,,17.7,46
1600,39044,2021-09-11,1.0,{'2021-09-11': 1.0},2021-09-11,29,358,7435,4.26,1,6,3,0,5,2012-05-01,2012-07-13,779413.0,1.0,2012.0,1.5,6,1,6.98,1.0,2,2,40.0,31,2,,1.0,4.0,3.0,1,4420*1700*1415,201202.0,1,,1.0,0
1004,26543,2021-09-07,19.8,"{'2021-09-07': 19.8, '2021-09-09': '18.8', '2021-09-11': '18'}",2021-09-11,11,15,5471,11.76,2,1,1,2,5,2015-02-01,2015-06-19,779412.0,2.0,2015.0,2.0,2,1,39.82,1.0,8,2,,12,2,2021-09-01,2.0,4.0,3.0,"1+2,4+2",5015*1874*1455,201505.0,1,,18.0,4
565,914,2021-07-25,63.98,"{'2021-07-25': 63.98, '2021-09-11': '60.0'}",2021-09-11,11,359,826,4.12,2,1,1,0,5,2018-03-01,2018-12-06,779412.0,3.0,2018.0,3.0,13,1,85.68,1.0,16,2,,39,2,,2.0,4.0,,3+2,5302*1945*1487,201804.0,2,,60.0,48
417,35661,2021-09-11,14.5,{'2021-09-11': 14.5},2021-09-11,33,212,6935,2.49,1,33,1,0,7,2018-02-01,2018-04-18,779414.0,2.0,2017.0,1.8,3,1,25.47,1.0,3,2,,35,1,,2.0,5.0,2.0,1+2,4670*1855*1655,201706.0,1,,14.5,0
1082,98,2021-09-11,4.7,{'2021-09-11': 4.7},2021-09-11,35,79,96,13.95,1,5,1,0,5,2016-09-01,2016-11-21,779413.0,1.0,2016.0,2.0,11,1,10.98,1.0,5,2,44.0,7,1,,1.0,5.0,2.0,1,4542*1786*1642,201609.0,2,,4.7,0
123,53911,2021-09-11,14.5,{'2021-09-11': 14.5},2021-09-11,30,61,225,3.39,6,1,1,1,5,2018-03-01,2018-06-14,779418.0,2.0,2018.0,1.5,3,1,27.69,1.0,6,2,123.0,32,2,2018-12-24,2.0,4.0,,1+2,4715*1866*1481,201711.0,2,,14.5,0
1663,18623,2021-09-11,47.88,{'2021-09-11': 47.88},2021-09-11,18,243,4194,7.39,1,14,1,0,7,2016-12-01,2017-05-08,779412.0,3.0,2017.0,3.0,13,1,91.8,1.0,11,2,264.0,20,1,,2.0,5.0,2.0,3+2,4909*1938*1772,201610.0,2,,47.88,0
623,23440,2021-08-13,8.5,"{'2021-08-13': 8.5, '2021-08-14': '8.18', '2021-08-16': '7.88', '2021-08-22': '7.6', '2021-09-11': '7.3'}",2021-09-11,28,87,5010,4.09,1,19,1,1,5,2014-08-01,2014-10-16,779419.0,2.0,2014.0,2.0,3,1,18.88,1.0,6,2,,30,2,2021-07-22,1.0,4.0,3.0,1,4845*1830*1460,201312.0,2,,7.3,29
1497,22666,2021-09-11,12.5,{'2021-09-11': 12.5},2021-09-11,9,111,4898,0.04,1,9,4,1,5,2020-11-01,2021-01-07,,,2021.0,1.5,7,1,13.49,1.0,5,2,191.0,9,1,2021-09-07,,,,1+2,4653*1886*1730,202008.0,1,,12.5,0
1041,73966,2021-09-11,6.8,{'2021-09-11': 6.8},2021-09-11,12,21,22,4.23,1,5,1,0,5,2017-03-01,2017-03-29,779415.0,2.0,2016.0,1.5,11,1,8.58,1.0,4,2,,16,3,,1.0,5.0,2.0,1,4065*1695*1525,201608.0,1,,6.8,0
1646,62539,2021-09-11,16.59,{'2021-09-11': 16.59},2021-09-11,8,101,11011,4.6,2,24,2,0,5,2017-12-01,2018-01-05,779412.0,2.0,2017.0,1.8,7,1,25.89,1.0,6,2,106.0,8,2,,2.0,4.0,3.0,1+2,4866*1832*1464,201607.0,1,,16.59,0
1633,28,2021-08-03,26.98,"{'2021-08-03': 26.98, '2021-08-21': '26.3', '2021-09-11': '25.9'}",2021-09-11,18,25,28,8.37,3,1,1,1,5,2017-04-01,2017-07-25,779412.0,3.0,2017.0,2.0,13,1,45.4,1.0,6,2,20.0,20,4,2021-04-21,2.0,5.0,3.0,1+2,4852*1828*1518,201610.0,2,,25.9,39
522,47762,2021-06-13,11.28,"{'2021-06-13': 11.28, '2021-06-15': '11.18', '2021-07-02': '10.9799', '2021-07-07': '10.9', '2021-07-09': '11.1', '2021-07-12': '10.95', '2021-07-27': '7.95', '2021-07-28': '7.9', '2021-09-11': '7.8'}",2021-09-11,18,33,8809,12.57,1,3,2,1,5,2011-07-01,2011-08-25,,,2011.0,2.5,3,1,40.9,1.0,6,2,607.0,23,2,2021-01-13,,,,1+2,4531*1817*1421,201011.0,2,2027-06-13,7.8,90
1540,1468,2021-09-11,36.3,{'2021-09-11': 36.3},2021-09-11,18,175,1250,6.63,7,2,1,1,5,2017-11-01,2018-04-16,779412.0,2.0,,2.0,13,1,47.89,1.0,8,2,205.0,23,2,2021-07-07,2.0,4.0,3.0,3+2,5087*1868*1500,201706.0,2,,36.3,0
513,12038,2021-08-27,14.38,"{'2021-08-27': 14.38, '2021-09-11': '13.38'}",2021-09-11,18,136,595,6.49,6,1,1,0,5,2015-10-01,2015-11-25,779412.0,2.0,2015.0,2.0,13,1,28.5,1.0,5,2,34.0,23,1,,2.0,5.0,2.0,1+2,4484*1798*1577,201506.0,2,,13.38,15
354,5011,2021-09-11,7.28,{'2021-09-11': 7.28},2021-09-11,15,22,75,4.45,1,14,1,1,5,2018-04-01,2018-05-25,779413.0,1.0,2017.0,1.5,3,1,14.38,1.0,5,2,18.0,17,1,2020-12-01,2.0,5.0,2.0,1,4510*1852*1708,201611.0,1,,7.28,0
1616,45652,2021-08-31,32.0,"{'2021-08-31': 32.0, '2021-09-01': '35.5', '2021-09-11': '34.6'}",2021-09-11,27,382,8499,14.81,2,1,1,0,5,2013-06-01,2013-09-02,779411.0,3.0,2013.0,5.0,3,1,105.8,1.0,11,2,,29,1,,1.0,5.0,2.0,1+2,4829*2176*1887,201211.0,2,,34.6,11
1677,425,2021-09-11,4.25,{'2021-09-11': 4.25},2021-09-11,8,8,401,5.99,1,3,1,0,5,2016-03-01,2016-04-06,779412.0,2.0,2015.0,1.6,9,1,9.56,1.0,2,2,,8,2,,1.0,4.0,3.0,1,4487*1706*1470,201507.0,1,,4.25,0
471,1613,2021-07-30,11.0,"{'2021-07-30': 11.0, '2021-09-11': '9.3'}",2021-09-11,61,232,686,2.62,1,1,1,1,5,2017-09-01,2018-02-02,,1.0,2017.0,2.0,7,1,16.3,1.0,5,2,179.0,9,1,2019-08-14,2.0,5.0,,1+2,4462*1857*1638,201708.0,2,,9.3,43
1796,62282,2021-09-11,41.8,{'2021-09-11': 41.8},2021-09-11,66,546,10976,0.94,2,1,4,2,6,2020-09-01,2020-10-29,779416.0,2.0,2020.0,2.0,19,1,50.97,,11,2,172.0,75,1,2021-08-31,2.0,5.0,,3+2,5056*1964*1780,202006.0,2,,41.8,0
831,20267,2021-09-11,10.8,{'2021-09-11': 10.8},2021-09-11,5,73,527,5.8,1,1,1,0,5,2015-05-01,2015-07-01,779416.0,2.0,2015.0,1.5,16,1,23.59,1.0,3,2,58.0,5,1,,2.0,5.0,2.0,1+2,4667*1839*1660,201504.0,1,,10.8,0
1866,444,2021-08-29,4.88,"{'2021-08-29': 4.88, '2021-09-11': '4.23'}",2021-09-11,13,18,420,3.49,1,1,2,1,5,2012-12-01,2013-01-05,779416.0,2.0,2013.0,1.8,3,1,13.69,1.0,2,2,,14,2,2021-08-10,1.0,4.0,3.0,1+2,4598*1797*1477,201211.0,1,,4.23,13
1014,272,2021-07-14,15.38,"{'2021-07-14': 15.38, '2021-08-14': '15.98', '2021-09-11': '14.5'}",2021-09-11,12,92,263,6.94,1,1,1,0,5,2016-11-01,2017-01-05,779415.0,2.0,2016.0,2.0,11,1,18.98,1.0,6,2,,16,2,,1.0,4.0,3.0,1+2,4915*1845*1470,201603.0,2,,14.5,59
93,161,2021-08-26,29.8,"{'2021-08-26': 29.8, '2021-09-11': '28.8'}",2021-09-11,45,125,157,2.34,5,1,1,2,5,2019-06-01,2019-11-27,779415.0,3.0,2017.0,2.0,13,1,33.8,1.0,6,2,26.0,47,2,2021-08-25,2.0,4.0,3.0,3+2,4680*1810*1430,201706.0,2,,28.8,16
1740,19314,2021-08-30,19.28,"{'2021-08-30': 19.28, '2021-09-07': '17.8799', '2021-09-11': '17.68'}",2021-09-11,11,445,4316,12.49,2,14,2,1,5,2012-08-01,2013-01-07,779412.0,3.0,2013.0,3.0,13,1,82.1,1.0,11,2,,39,1,2018-07-13,4.0,5.0,2.0,1+2,5089*1983*1737,201208.0,1,,17.68,12
883,69145,2021-09-11,18.8,{'2021-09-11': 18.8},2021-09-11,11,15,844,9.41,2,3,1,0,5,2014-01-01,2014-03-18,779412.0,2.0,2014.0,2.0,2,1,40.98,1.0,8,2,,12,2,,2.0,4.0,3.0,"1+2,4+2",5015*1874*1455,201401.0,2,,18.8,0
1587,20161,2021-09-11,21.98,{'2021-09-11': 21.98},2021-09-11,20,95,981,13.9,1,1,1,0,5,2015-02-01,2015-06-19,779412.0,2.0,2015.0,2.0,15,1,46.8,1.0,8,2,,21,2,,2.0,4.0,3.0,3+2,5024*1854*1477,201506.0,1,,21.98,0
203,839,2021-09-05,21.68,"{'2021-09-05': 21.68, '2021-09-11': '20.5'}",2021-09-11,66,256,428,4.84,1,1,4,3,5,2019-09-01,2019-10-15,779416.0,2.0,2018.0,2.0,3,1,29.99,1.0,8,2,,75,2,2021-09-02,2.0,4.0,,3+2,5103*1852*1502,201711.0,2,,20.5,6
116,363,2021-09-02,5.0,"{'2021-09-02': 5.0, '2021-09-12': '3.3'}",2021-09-12,1,1,23,5.72,1,1,1,0,5,2017-09-01,2017-10-17,779413.0,1.0,2017.0,1.5,1,1,7.58,,1,2,1.0,1,1,,1.0,5.0,2.0,1,4220*1740*1625,201709.0,1,,3.3,10
1090,861,2021-09-12,12.0,{'2021-09-12': 12.0},2021-09-12,11,205,783,4.96,1,1,2,0,5,2013-06-01,2013-09-25,779412.0,2.0,2013.0,2.0,7,1,35.68,1.0,5,2,,12,1,,2.0,5.0,2.0,1+2,4385*1831*1608,201304.0,1,,12.0,0
682,698,2021-09-12,8.68,{'2021-09-12': 8.68},2021-09-12,16,316,646,4.3,4,1,1,0,5,2017-11-01,2018-02-01,779415.0,2.0,2018.0,2.0,3,1,15.98,1.0,1,2,,90,1,,1.0,5.0,,1+2,4275*1765*1552,201711.0,1,,8.68,0
241,74022,2021-09-12,6.98,{'2021-09-12': 6.98},2021-09-12,12,21,22,2.66,1,1,1,0,5,2017-03-01,2017-04-24,779415.0,2.0,2016.0,1.5,11,1,8.58,1.0,4,2,,16,3,,1.0,5.0,2.0,1,4065*1695*1525,201608.0,2,,6.98,0
1728,1215,2021-09-12,2.0,{'2021-09-12': 2.0},2021-09-12,7,166,1065,16.93,2,1,3,1,5,2007-01-01,2007-06-07,779415.0,2.0,2007.0,2.3,4,1,24.98,1.0,6,2,138.0,7,2,2021-07-28,1.0,4.0,3.0,1,4845*1765*1475,200706.0,2,,2.0,0
1331,6681,2021-09-12,7.9,{'2021-09-12': 7.9},2021-09-12,47,436,2192,6.62,1,1,1,0,5,2015-09-01,2016-07-18,779414.0,2.0,2016.0,1.8,3,1,23.69,1.0,6,2,,51,2,2021-09-10,2.0,4.0,2.0,1+2,4805*1860*1458,201509.0,1,,7.9,0
475,147,2021-09-12,17.5,{'2021-09-12': 17.5},2021-09-12,3,3,143,2.72,1,1,1,0,7,2016-01-01,2016-02-01,779416.0,2.0,2015.0,2.0,3,1,33.98,,3,2,3.0,3,1,,2.0,5.0,2.0,3+2,4878*1925*1770,201504.0,1,,17.5,0
1268,1160,2021-09-12,5.3,{'2021-09-12': 5.3},2021-09-12,28,78,1022,12.92,1,1,1,0,5,2016-09-01,2016-11-08,779419.0,2.0,2016.0,1.6,3,1,11.88,1.0,2,2,63.0,30,2,,1.0,4.0,3.0,1+2,4600*1780*1445,201604.0,1,,5.3,0
347,29327,2021-09-12,3.5,{'2021-09-12': 3.5},2021-09-12,8,14,5947,6.2,5,19,2,0,5,2011-08-01,2011-10-12,779412.0,2.0,2011.0,1.6,3,1,14.78,1.0,2,2,,8,2,,1.0,4.0,3.0,1+2,4544*1760*1461,201011.0,2,,3.5,0
1079,58284,2021-09-12,11.7,{'2021-09-12': 11.7},2021-09-12,5,31,34,7.94,3,1,1,0,7,2016-12-01,2017-09-22,779416.0,2.0,2014.0,2.4,3,1,20.9,,10,2,,5,6,,1.0,5.0,2.0,1,5213*1847*1750,201312.0,2,,11.7,0
159,11459,2021-09-12,4.2,{'2021-09-12': 4.2},2021-09-12,65,387,3018,4.18,2,5,1,0,7,2017-10-01,2017-10-23,779413.0,1.0,2017.0,1.5,12,1,8.99,1.0,3,2,257.0,74,1,,2.0,5.0,2.0,1,4680*1845*1715,201709.0,2,,4.2,0
661,842,2021-09-12,9.43,{'2021-09-12': 9.43},2021-09-12,23,198,771,2.88,1,3,1,0,5,2016-04-01,2016-08-26,779419.0,2.0,2015.0,1.6,16,1,20.78,1.0,6,2,151.0,25,2,,2.0,4.0,3.0,1+2,4855*1865*1485,201503.0,2,,9.43,0
707,1615,2021-09-12,8.63,{'2021-09-12': 8.63},2021-09-12,23,35,471,7.03,3,3,1,0,5,2015-12-01,2016-01-07,779419.0,2.0,2015.0,1.6,16,1,17.99,1.0,5,2,,25,1,,2.0,5.0,2.0,1+2,4475*1850*1660,201509.0,1,,8.63,0
697,809,2021-09-12,4.49,{'2021-09-12': 4.49},2021-09-12,28,341,746,8.65,1,1,2,2,5,2014-05-01,2014-07-28,779419.0,2.0,2014.0,1.6,3,1,12.48,1.0,2,2,63.0,30,3,2016-05-30,1.0,5.0,2.0,1,4365*1780*1460,201404.0,1,,4.49,0
877,50368,2021-09-12,6.38,{'2021-09-12': 6.38},2021-09-12,25,41,9226,4.0,1,14,1,0,5,2017-10-01,2017-11-29,779413.0,1.0,2017.0,1.5,3,1,12.28,1.0,5,2,323.0,28,1,,2.0,5.0,2.0,1+2,4650*1850*1705,201702.0,2,,6.38,0
20,959,2021-09-12,2.5,{'2021-09-12': 2.5},2021-09-12,14,374,866,11.34,5,1,2,0,5,2013-07-01,2013-10-24,,,2013.0,2.0,21,1,14.98,1.0,6,2,296.0,15,2,,,,,1+2,4861*1820*1462,201305.0,2,,2.5,0
1157,54472,2021-09-12,3.38,{'2021-09-12': 3.38},2021-09-12,26,282,643,6.11,5,1,2,0,5,2012-04-01,2012-09-11,779413.0,1.0,2012.0,1.8,21,1,13.98,1.0,2,2,164.0,22,2,,1.0,4.0,3.0,1,4624*1827*1480,201106.0,1,,3.38,0
1173,38584,2021-09-12,8.5,{'2021-09-12': 8.5},2021-09-12,7,113,7340,3.83,2,5,1,0,5,2019-10-01,2019-10-25,779415.0,2.0,2019.0,1.6,11,1,11.86,1.0,2,2,89.0,7,2,,1.0,4.0,,1,4631*1760*1503,201907.0,2,2029-09-12,8.5,0
938,19517,2021-09-12,2.2,{'2021-09-12': 2.2},2021-09-12,16,290,528,14.46,8,19,3,0,5,2007-12-01,2008-01-12,779415.0,2.0,2007.0,2.0,21,1,18.98,1.0,6,2,214.0,18,2,,1.0,4.0,3.0,1+2,4670*1780*1435,,2,,2.2,0
169,36640,2021-09-12,7.68,{'2021-09-12': 7.68},2021-09-12,2,10,7061,1.1,1,14,4,0,5,2020-11-01,2021-01-25,,,2021.0,1.5,2,1,8.78,1.0,4,2,137.0,2,2,,,,,1,4435*1700*1490,202008.0,1,,7.68,0
259,1520,2021-09-13,7.0,{'2021-09-13': 7.0},2021-09-13,8,101,1284,10.79,6,1,2,1,5,2011-09-01,2011-10-17,,,2012.0,1.8,16,1,25.18,1.0,6,2,,8,2,2012-05-16,,,,1+2,4865*1820*1475,201105.0,2,,7.0,0
1858,1609,2021-09-13,3.88,{'2021-09-13': 3.88},2021-09-13,5,90,1345,10.61,2,1,2,1,5,2010-02-01,2010-03-17,779416.0,2.0,2009.0,2.4,3,1,24.99,1.0,6,2,252.0,5,2,2020-12-05,1.0,4.0,3.0,1+2,5000*1858*1497,200907.0,1,,3.88,0
190,37310,2021-09-13,23.8,{'2021-09-13': 23.8},2021-09-13,20,118,919,17.64,5,5,1,0,5,2015-12-01,2016-02-01,779412.0,2.0,2016.0,2.0,19,1,44.3,1.0,3,2,91.0,21,1,,2.0,5.0,2.0,1+2,4661*1898*1664,201511.0,2,,23.8,0
1269,48601,2021-05-25,30.5,"{'2021-05-25': 30.5, '2021-09-13': '27.8'}",2021-09-13,20,255,8951,12.27,2,35,2,0,6,2016-03-01,2016-07-14,779412.0,3.0,2015.0,3.0,15,1,75.6,1.0,10,2,246.0,48,6,,5.0,5.0,2.0,1+2,5157*1922*1674,201507.0,1,,27.8,111
1262,748,2021-09-12,7.1,"{'2021-09-12': 7.1, '2021-09-13': '6.98'}",2021-09-13,2,329,692,7.34,6,1,2,0,5,2012-11-01,2013-01-22,779415.0,2.0,2011.0,1.8,11,1,17.98,1.0,14,2,88.0,24,6,,1.0,5.0,2.0,1+2,4450*1790*1640,201104.0,1,,6.98,1
1010,41741,2021-09-02,31.5,"{'2021-09-02': 31.5, '2021-09-03': '31.2', '2021-09-13': '30.88'}",2021-09-13,2,161,7890,11.63,9,1,1,1,5,2015-07-01,2015-08-12,779415.0,2.0,2015.0,2.7,4,1,38.98,1.0,11,2,350.0,2,1,2021-08-02,1.0,5.0,2.0,1+2,4780*1885*1845,201503.0,2,,30.88,11
32,1370,2021-09-13,4.1,{'2021-09-13': 4.1},2021-09-13,6,6,6,7.52,1,5,1,1,5,2017-12-01,2017-12-29,779413.0,1.0,2016.0,1.3,2,1,9.49,1.0,5,2,6.0,6,1,2020-08-21,2.0,5.0,2.0,1,4500*1834*1707,201608.0,2,,4.1,0
1175,1248,2021-09-13,1.2499,{'2021-09-13': 1.2499},2021-09-13,57,214,1087,11.19,6,3,2,3,7,2013-08-01,2013-11-22,779413.0,1.0,2013.0,1.6,6,1,7.19,,12,2,229.0,63,6,2019-12-12,1.0,4.0,2.0,,4645*1695*1940,201211.0,2,,1.2499,0
717,1258,2021-09-13,0.8999,{'2021-09-13': 0.8999},2021-09-13,51,173,1095,16.5,5,3,2,0,7,2010-07-01,2010-10-15,779413.0,1.0,2010.0,1.6,6,1,8.48,1.0,14,2,346.0,56,6,,1.0,5.0,2.0,1,4420*1695*1825,200911.0,2,,0.8999,0
